ID,Parent Sector,Parent Sector (2),Parent Sector (3),Sub Sector (1),Sub Sector (2),Sub Sector (3),Sub Sector (4),Sector Source,Products,Products (2),Project Name,Slug,Organization,Origin,Notes,Comments
147,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,Barr Foundation iCCM mHealth project,barr_foundation_iccm_mhealth_pro,D-Tree International,Digital Health Atlas,,
148,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,CMAM Stock Monitoring System Malawi,cmam_stock_monitoring_system_mal,Save the Children,Digital Health Atlas,,
149,"Digital, Data, and Technology",Health,,Data Collection,,,,,Medic Mobile,,Medic Mobile DIY Malawi,medic_mobile_diy_malawi,,Digital Health Atlas,,
150,"Digital, Data, and Technology",Health,,Platform Creation,,,,,,,M-TIBA mobile health wallet,mtiba_mobile_health_wallet,PharmAccess Foundation ,Digital Health Atlas,,
151,"Digital, Data, and Technology",Health,,Platform Creation,,,,,,,CarePay mobile health wallet,carepay_mobile_health_wallet,PharmAccess Foundation ,Digital Health Atlas,,
152,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,Connected Diagnostics for malaria,connected_diagnostics_for_malari,PharmAccess Foundation ,Digital Health Atlas,,
153,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,Digital Cash Advance for the health sector,digital_cash_advance_for_the_hea,PharmAccess Foundation ,Digital Health Atlas,,
154,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,OpenHIM,,OpenHIM (Open Health Information Mediator),openhim_open_health_information,World Health Organization (WHO); Jembi Health Systems NPC,Digital Health Atlas,,
155,"Digital, Data, and Technology",Health,,Platform Creation,,,,,,,Apprendre a Vivre Benin,apprendre_a_vivre_benin,Butterfly Works,Digital Health Atlas,,
156,"Digital, Data, and Technology",Health,,Platform Creation,Communication?,,,,iHRIS; RapidPro,,mHero in Liberia,mhero_in_liberia,Intrahealth International,Digital Health Atlas,,
157,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,Regional Action Through Data (RAD),regional_action_through_data_rad,Jembi Health Systems NPC,Digital Health Atlas,,
158,"Digital, Data, and Technology",Health,,Data Collection,Neonatal,,,,Medic Mobile,,Medic Mobile's SMS Program with MoHP Nepal,medic_mobiles_sms_program_with_m,Medic Mobile; Israels Ministry of Health,Digital Health Atlas,,
159,"Digital, Data, and Technology",Health,,Infectious Diseases,,,,,,,Malaria Test,malaria_test,TerraFrame; InductiveHealth Informatics,Digital Health Atlas,,
160,"Digital, Data, and Technology",Health,,Data Collection,Data Management and Policy,Infectious Diseases,,,CommCare,,Amana,amana,United Nations Population Fund (UNFPA); UNICEF Ventures Fund; Inter-American Development Bank (IADB); UNICEF Innovation Fund,Digital Health Atlas,,
161,"Digital, Data, and Technology",Health,,Data Collection,Infectious Diseases,Childcare,,,,,Gnako soukabe,gnako_soukabe,,Digital Health Atlas,,DHA link dead
162,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,Open Concept Lab,,Open Concept Lab,open_concept_lab,Open Concept Lab; OpenMRS; Dimagi; Inter-American Development Bank (IADB),Digital Health Atlas,,
163,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,Simple,simple,World Health Organization (WHO),Digital Health Atlas,,
164,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,Medic Mobile,,Regional Health Integration to Enhance Services in Uganda,regional_health_integration_to_e,Medic Mobile; Intrahealth International,Digital Health Atlas,,
165,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,Medic Mobile,,SmartHealth App in Kenya,smarthealth_app_in_kenya,Living Goods; Medic Mobile; Inter-American Development Bank (IADB); Israels Ministry of Health,Digital Health Atlas,,
166,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,Medic Mobile,,SmartHealth App in Uganda,smarthealth_app_in_uganda,Living Goods; Medic Mobile; Inter-American Development Bank (IADB),Digital Health Atlas,,
167,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,Medic Mobile,,Advanced mobile toolkit alongside Muso's ProCCM model in Mali,advanced_mobile_toolkit_alongsid,Medic Mobile; Inter-American Development Bank (IADB),Digital Health Atlas,,
168,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,"MNCH mobile content with nutrition focus, available in Chichewa, Tumbuka and English in SMS and voice transcript format",mnch_mobile_content_with_nutriti,Viamo; Israels Ministry of Health,Digital Health Atlas,,
169,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,"MNCH mobile content with nutrition focus, available in 5 local languages in SMS and voice transcript format",mnch_mobile_content_with_nutriti,Viamo; Israels Ministry of Health,Digital Health Atlas,,
170,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,"MNCH mobile content with nutrition focus, available in Twi, Ewe, Hausa and English in SMS and voice transcript format",mnch_mobile_content_with_nutriti,Israels Ministry of Health,Digital Health Atlas,,
171,Health,,,,,,,,,,VERS,vers,,Digital Health Atlas,,
172,Health,,,,,,,,,,Unichart,unichart,,Digital Health Atlas,,
173,Health,,,,,,,,,,Tenaye,tenaye,,Digital Health Atlas,,
174,Health,,,,,,,,,,Tena PIMS,tena_pims,,Digital Health Atlas,,
175,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,SuperHIM (Super HIMS health information management system),superhim_super_hims_health_infor,,Digital Health Atlas,,
176,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,SmartEMS (Samrt Electronic Medical System),smartems_samrt_electronic_medica,,Digital Health Atlas,,
177,"Digital, Data, and Technology",Health,,Data Management and Policy,Infectious Diseases,,,,,,RI (routine  immunization dashboard),ri_routine_immunization_dashboar,World Health Organization (WHO),Digital Health Atlas,,
178,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,REDCap (Research Electronic Data Capturing Application),redcap_research_electronic_data,,Digital Health Atlas,,
179,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,Quntimed and Quentitb,quntimed_and_quentitb,USAID,Digital Health Atlas,,
180,Health,,,,,,,,,,Quick book,quick_book,,Digital Health Atlas,,
181,Health,,,,,,,,,,PRS (Patient Registration System),prs_patient_registration_system,,Digital Health Atlas,,
182,Health,,,,,,,,,,Providers System,providers_system,,Digital Health Atlas,,
183,Health,,,,,,,,,,PrimeCare electronic health record,primecare_electronic_health_reco,,Digital Health Atlas,,
184,Health,,,,,,,,,,Pipeline,pipeline,,Digital Health Atlas,,
185,Health,,,,,,,,,,PaxscanL06,paxscanl06,,Digital Health Atlas,,
186,Health,,,,,,,,,,Patient Registration Software,patient_registration_software,,Digital Health Atlas,,
187,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,PACS (Picture Archiving and communication System),pacs_picture_archiving_and_commu,,Digital Health Atlas,,
188,Health,,,,,,,,,,OTRS (Online Ticket Registration System),otrs_online_ticket_registration,,Digital Health Atlas,,
189,Health,,,,,,,,,,Orbit Health,orbit_health,,Digital Health Atlas,,
190,Health,,,,,,,,,,OR management system,or_management_system,,Digital Health Atlas,,
191,Health,,,,,,,,,,OpenClinica,openclinica,,Digital Health Atlas,,
192,Health,,,,,,,,,,Open Clinic,open_clinic,,Digital Health Atlas,,
193,Health,,,,,,,,,,OPAC (Koha software open public access cataloge),opac_koha_software_open_public_a,,Digital Health Atlas,,
194,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,Open Concept Lab,,NHDD,nhdd,World Health Organization (WHO),Digital Health Atlas,,
195,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,Moodle,,National residency matching,national_residency_matching,,Digital Health Atlas,,
196,Health,,,,,,,,,,MRIS,mris,,Digital Health Atlas,,
197,"Digital, Data, and Technology",Health,,Platform Creation,,,,,,,mHealth,mhealth,Palladium,Digital Health Atlas,,
198,"Digital, Data, and Technology",Health,,Data Collection,,,,,Resource Map,,MFR,mfr,,Digital Health Atlas,,
199,"Digital, Data, and Technology",Health,,Platform Creation,,,,,,,MEMS (Medical equipment management system),mems_medical_equipment_managemen,,Digital Health Atlas,,
200,"Digital, Data, and Technology",Health,,Platform Creation,,,,,,,Members system,members_system,,Digital Health Atlas,,
201,"Digital, Data, and Technology",Health,,Data Collection,,,,,,,Medicine Registration System,medicine_registration_system,,Digital Health Atlas,,
202,"Digital, Data, and Technology",Health,,Platform Creation,,,,,,,Mbrana,mbrana,,Digital Health Atlas,,
203,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,LLIS (Laboratory information system),llis_laboratory_information_syst,Ecole Polytechnique Federale de Lausanne and ETH Zurich,Digital Health Atlas,,
204,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,KPI Survey Database,kpi_survey_database,,Digital Health Atlas,,
205,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,IVR (Interactive voice response),ivr_interactive_voice_response,,Digital Health Atlas,,
206,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,InvMS (Inventory management  system),invms_inventory_management_syste,,Digital Health Atlas,,
207,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,Intellicare,intellicare,,Digital Health Atlas,,
208,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,IFMIS - Integrated Financial Management Information System,ifmis__integrated_financial_mana,World Bank,Digital Health Atlas,,
209,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,IBEX (Integrated Budget Expenditure System IBEX),ibex_integrated_budget_expenditu,World Bank,Digital Health Atlas,,
210,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,HRIS Licensing,hris_licensing,World Health Organization (WHO),Digital Health Atlas,,
211,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,HRIS,hris,World Health Organization (WHO),Digital Health Atlas,,
212,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,HMIS Brisk,hmis_brisk,,Digital Health Atlas,,
213,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,HCMIS (Health commodity  management  information system),hcmis_health_commodity_managemen,,Digital Health Atlas,,
214,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,Gx alert,gx_alert,World Health Organization (WHO),Digital Health Atlas,,
215,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,Green Stone Digital library,green_stone_digital_library,World Health Organization (WHO),Digital Health Atlas,,
216,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,Fleet management system,fleet_management_system,,Digital Health Atlas,,
217,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,EthioInfo,ethioinfo,,Digital Health Atlas,,
218,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,EPS pharmaceutical information systems ( ARSMBDHS),eps_pharmaceutical_information_s,,Digital Health Atlas,,
219,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,eMRIS (Electronic Multi Sectoral Response Information System),emris_electronic_multi_sectoral,World Health Organization (WHO),Digital Health Atlas,,
220,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,EMR - ART Module,emr__art_module,World Health Organization (WHO),Digital Health Atlas,,
221,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,EMR,emr,World Health Organization (WHO),Digital Health Atlas,,
222,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,Electronic Dispensing Tool - ART Pharmacy,electronic_dispensing_tool__art,,Digital Health Atlas,,
223,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,eIDSR (Electronic Integrated Disease Surveillance & Response),eidsr_electronic_integrated_dise,,Digital Health Atlas,,
224,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,eHMIS - SNNP Region,ehmis__snnp_region,,Digital Health Atlas,,
225,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,eHMIS - Regions except SNNP Region,ehmis__regions_except_snnp_regio,World Health Organization (WHO),Digital Health Atlas,,
226,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,EGBLS,egbls,,Digital Health Atlas,,
227,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,ECHMIS (Electronic Communication HMIS),echmis_electronic_communication,,Digital Health Atlas,,
228,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,eCHIS - Old,echis__old,World Health Organization (WHO),Digital Health Atlas,,
229,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,CommCare,,eCHIS - New,echis__new,Dimagi; Inter-American Development Bank (IADB),Digital Health Atlas,,
230,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,E&RIS (Emergency and referral information system),eris_emergency_and_referral_info,,Digital Health Atlas,,
231,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,DSS (demographic survellance system),dss_demographic_survellance_syst,World Health Organization (WHO),Digital Health Atlas,,
232,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,DSS - Self Assement Tool,dss__self_assement_tool,World Health Organization (WHO),Digital Health Atlas,,
233,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,DHMS (Digital Hospital Management System),dhms_digital_hospital_management,,Digital Health Atlas,,
234,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,DHIS2,,District Health Information System (DHIS2),district_health_information_syst,"Health Information Systems Programme (HISP), University of Oslo; Inter-American Development Bank (IADB)",Digital Health Atlas,,
235,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,DHIS2,,DATIM (Data for Accountability Transparency & Impact Monitoring),datim_data_for_accountability_tr,World Health Organization (WHO),Digital Health Atlas,,
236,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,Dagu,dagu,,Digital Health Atlas,,
237,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,Cnet,cnet,,Digital Health Atlas,,
238,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,CMMS (Computerized Maintenance Management System),cmms_computerized_maintenance_ma,,Digital Health Atlas,,
239,"Digital, Data, and Technology",Health,,Data Management and Policy,,,,,,,CCEIT,cceit,,Digital Health Atlas,,
